127.0.0.1 - - [13/Jan/2023:15:49:18 +0900] "GET / HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:36 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:37 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:37 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:37 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:37 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:37 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:40 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15661
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:40 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:40 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:40 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11653
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:40 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:40 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:40 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:41 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:41 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:41 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:41 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:41 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:57:41 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:37 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15668
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11653
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:38 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:16:58:39 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15656
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11653
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:54 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:55 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:55 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:55 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:55 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:00:55 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:12 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15346
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11653
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:01:13 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:26 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15452
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:27 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:27 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:27 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:27 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11653
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:27 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:27 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:27 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:28 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:28 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:28 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:28 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:02:29 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:03 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15452
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11669
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:04 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:05 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:05 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:05 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:25 +0900] "GET /admin/productModify?productId=2245&productPrice=5800&productPageNum=1&productAmount=10&productKeyword= HTTP/1.1" 200 26736
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:26 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:26 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:26 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:31 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:03:31 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:04:25 +0900] "GET /admin/productModify?productId=2245&productPrice=5800&productPageNum=1&productAmount=10&productKeyword= HTTP/1.1" 200 26736
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:04:25 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:04:25 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:04:25 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:04:34 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15450
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11669
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:49 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:50 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:50 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:50 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:50 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:05:51 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:12 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15463
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:13 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:13 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:13 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:13 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11669
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:13 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:13 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:13 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:14 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:14 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:14 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:14 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:14 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /admin/productDetail?productPageNum=1&productAmount=10&productKeyword=&productId=2245 HTTP/1.1" 200 15453
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/admin/productDetail.css HTTP/1.1" 200 11669
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/vendor/jquery-easing/jquery.easing.min.js HTTP/1.1" 200 2532
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/js/sb-admin-2.min.js HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/vendor/fontawesome-free/css/all.min.css HTTP/1.1" 200 59378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 200 84378
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/vendor/jquery/jquery.min.js HTTP/1.1" 200 89501
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/admin/sb-admin-2.min.css HTTP/1.1" 200 168180
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 316181
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /resources/css/vendor/fontawesome-free/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 78196
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /admin/getAttachList?productId=2245 HTTP/1.1" 200 143
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:28 +0900] "GET /admin/display?fileName=2023%5C01%5C13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:07:29 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:02 +0900] "GET /main HTTP/1.1" 200 35744
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/css/bootstrap.min.css HTTP/1.1" 200 155815
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/css/mdb.min.css HTTP/1.1" 200 217034
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/css/style.min.css HTTP/1.1" 200 248
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/img/non_image.png HTTP/1.1" 200 3078
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/js/popper.min.js HTTP/1.1" 200 20537
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/css/bootstrap.min.css.map HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/js/mdb.min.js HTTP/1.1" 200 212768
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/js/bootstrap.min.js HTTP/1.1" 200 58072
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/js/jquery-3.4.1.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/font/roboto/Roboto-Regular.woff2 HTTP/1.1" 200 49236
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/font/roboto/Roboto-Light.woff2 HTTP/1.1" 200 49380
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/font/roboto/Roboto-Bold.woff2 HTTP/1.1" 200 49976
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/img/coffee_background02.jpeg HTTP/1.1" 200 7161
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/img/svg/arrow_right.svg HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:03 +0900] "GET /resources/img/svg/arrow_left.svg HTTP/1.1" 200 218
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:04 +0900] "GET /resources/js/bootstrap.min.js.map HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:04 +0900] "GET /display?fileName=2023%2F01%2F10%2F0a70f01b-5ea2-4a74-8f87-57e62a41a63b_%ED%8B%B0%EB%9D%BC%EB%AF%B8%EC%88%98%20%EC%BC%80%EC%9D%B4%ED%81%AC.jpg HTTP/1.1" 200 6843
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:04 +0900] "GET /display?fileName=2023%2F01%2F13%2F477f2be9-f889-42b7-b6a4-f3107adb64e2_%EB%A7%9D%EA%B3%A0%20%EB%B8%94%EB%A0%8C%EB%94%94%EB%93%9C.jpeg HTTP/1.1" 200 4053
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:04 +0900] "GET /display?fileName=2023%2F01%2F10%2Fae5b1516-db4e-47e5-9f4b-c422b0dbe1dc_%EB%B8%94%EB%A3%A8%EB%B2%A0%EB%A6%AC%20%EB%B2%A0%EC%9D%B4%EA%B8%80.jpeg HTTP/1.1" 200 6760
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:04 +0900] "GET /display?fileName=2023%2F01%2F08%2F74d18a87-1ed3-420b-b373-c2b13f7365ed_%EB%B0%94%EB%8B%90%EB%9D%BC%20%EB%8D%94%EB%B8%94%20%EC%83%B7.jpg HTTP/1.1" 200 3060
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:04 +0900] "GET /display?fileName=2023%2F01%2F08%2Fcf0079e8-da73-4408-b308-2aa1e914d4af_%EB%8F%8C%EC%B2%B4%EC%BD%9C%EB%93%9C%EB%B8%8C%EB%A3%A8.jpg HTTP/1.1" 200 4308
0:0:0:0:0:0:0:1 - - [13/Jan/2023:17:08:04 +0900] "GET /display?fileName=2023%2F01%2F08%2F251e1d4f-a47b-4a01-8589-c9f338efe677_%EC%95%84%EC%9D%B4%EC%8A%A4%20%EB%8F%8C%EC%B2%B4%EB%9D%BC%EB%96%BC.jpg HTTP/1.1" 200 23390
